accx,accy,accz
1.0745,-0.0117,0.052
1.0043,-0.0454,0.0178
0.9301,-0.1082,-0.0105
0.8697,-0.1331,-0.0247
0.803,-0.0955,-0.0283
0.7251,-0.034,-0.0276
0.6518,0.0237,-0.03
0.6301,0.0398,-0.0183
0.642,-0.0068,0.0144
0.6833,-0.0625,0.0388
0.7727,-0.1033,0.0718
0.9137,-0.0528,0.0921
1.0258,-0.0342,0.0894
1.0525,-0.0239,0.0884
1.0696,-0.0518,0.1532
1.1546,-0.0831,0.1683
1.2401,-0.109,0.1234
1.2462,-0.0391,0.1319
1.1881,-0.0122,0.1217
1.2259,-0.0022,0.0344
1.4446,-0.0858,-0.0125
1.6476,-0.1463,-0.1808
1.6378,-0.0818,-0.4236
1.2499,0.0012,-0.352
0.9362,-0.034,-0.2101
0.7857,-0.138,-0.1725
0.751,-0.2326,-0.192
0.8949,-0.2524,-0.1459
0.9584,-0.2091,-0.0564
0.9926,-0.15,0.0542
0.9474,-0.1043,0.0601
0.8668,-0.0628,0.0151
0.7588,-0.03,-0.0384
0.6386,-0.0125,-0.0569
0.5436,0.0039,-0.0452
0.5482,0.0081,-0.0313
0.6557,-0.0848,-0.0535
0.7486,-0.1722,-0.0481
0.8131,-0.1793,-0.0149
0.848,-0.1375,0.0015
0.8451,-0.0828,-0.0161
0.856,-0.0506,-0.0327
0.9096,-0.0882,0.0149
1.082,-0.1967,0.0652
1.3273,-0.2682,0.1224
1.4947,-0.3369,0.1263
1.3767,-0.3178,0.0875
1.2504,-0.2235,0.0875
1.1663,-0.183,-0.0362
1.1512,-0.2519,-0.2162
1.3708,-0.3044,-0.2521
1.5404,-0.2639,-0.2155
1.3566,-0.1051,-0.2751
1.0207,0.0217,-0.2978
0.7999,0.0982,-0.2778
0.7251,0.0586,-0.1891
0.7881,-0.0462,-0.0535
0.9078,-0.1395,0.0696
0.977,-0.1976,0.0865
0.9675,-0.2463,-0.0046
0.8727,-0.2372,-0.0606
0.8199,-0.1468,-0.0545
0.7659,-0.0298,-0.0889
0.6726,0.0696,-0.0928
0.6088,0.0872,-0.075
0.5744,-0.0095,-0.0388
0.6049,-0.1417,0.0137
0.6694,-0.2218,0.0186
0.8047,-0.1207,0.0054
0.9074,-0.0098,-0.0173
1.0217,0.0344,0.0474
1.0693,-0.0032,0.0867
1.0156,-0.1055,0.054
1.0114,-0.1551,0.0762
1.0285,-0.1459,0.1871
1.0469,-0.1256,0.2016
1.1465,-0.1432,0.0955
1.296,-0.1197,-0.0462
1.5699,-0.0872,0.0054
1.9012,-0.1485,-0.0403
1.9901,-0.127,-0.2067
1.3557,0.0156,-0.3391
0.9679,0.1393,-0.2316
0.8211,0.1593,-0.2399
0.7872,0.1463,-0.2788
0.9042,0.0713,-0.2028
0.9582,-0.1586,-0.0919
0.9225,-0.2543,0.0972
0.8946,-0.2636,0.149
0.8663,-0.2336,0.1029
0.824,-0.1178,0.0459
0.7876,-0.0208,-0.0149
0.7559,0.0132,-0.1041
0.7847,-0.0313,-0.2218
0.8008,-0.0474,-0.2497
0.8705,-0.1119,-0.213
0.9401,-0.181,-0.087
0.9271,-0.2016,0.0706
0.7986,-0.2309,0.1236
0.6567,-0.2599,0.1981
0.6352,-0.2861,0.2773
0.7786,-0.2875,0.2047
0.922,-0.2265,0.1024
0.9628,-0.1336,0.0977
0.9462,-0.0682,0.1869
0.9579,-0.1046,0.2624
0.8827,-0.1336,0.2475
0.7407,-0.1881,0.2866
0.7153,-0.3144,0.3445
0.9662,-0.364,0.3745
1.1834,-0.2961,0.3303
1.2484,-0.1979,0.3174
1.1585,-0.1598,0.3775
1.042,-0.4202,0.2707
1.2565,-0.5086,0.2338
1.4023,-0.3728,0.4095
1.3908,-0.2218,0.4344
1.1448,-0.172,0.278
0.9714,-0.1422,0.1204
0.9572,-0.1317,0.0022
1.0415,-0.0757,-0.0989
1.061,0.0364,-0.1603
1.0185,0.1549,-0.1847
0.9303,0.195,-0.1341
0.8986,0.1732,-0.0684
0.8495,0.0701,-0.0467
0.7925,-0.0298,-0.0044
0.7481,-0.0513,-0.0051
0.8446,0.0388,-0.0794
0.956,0.2213,-0.0985
0.9826,0.3848,0.0318
0.9589,0.442,0.1517
0.8746,0.343,0.107
0.7427,0.1275,0.0352
0.8084,-0.0716,0.0486
1.0244,-0.129,0.0689
1.1023,-0.0821,0.0511
0.987,-0.0205,0.0115
0.8539,0.0125,-0.0503
0.8277,0.0005,-0.0752
0.8959,0.0181,-0.0853
0.9569,0.0782,-0.0472
1.0031,0.0574,-0.0574
1.0556,-0.0213,-0.1226
1.1096,-0.1292,-0.0589
1.052,-0.1534,0.0396
0.9946,-0.0814,0.0489
1.0126,-0.0088,0.0254
1.028,-0.0242,0.055
1.0144,-0.0628,0.1422
1.0376,-0.0484,0.2091
1.0454,-0.0486,0.171
0.9872,-0.0733,0.17
0.942,-0.1253,0.2394
0.878,-0.109,0.3469
0.9623,-0.0139,0.2968
0.8827,0.0193,0.1923
0.9115,-0.073,0.1893
1.0148,-0.1319,0.1644
1.1138,-0.0542,0.1041
1.0527,-0.0056,0.1502
0.8468,-0.0349,0.2954
0.783,-0.0872,0.3154
0.911,-0.107,0.3728
0.8695,-0.1363,0.3982
0.7178,-0.1212,0.3386
0.8082,-0.0034,0.3894
0.8592,0.1073,0.4087
0.8868,0.1002,0.388
0.9508,0.0401,0.4429
1.0092,-0.0308,0.502
0.9894,-0.0491,0.5631
0.9127,-0.0589,0.6003
0.9208,-0.0381,0.6936
1.0197,-0.0366,0.5612
1.1631,-0.0613,0.3022
1.3175,-0.0533,0.1827
1.4375,-0.0007,0.3799
1.3268,-0.0068,0.6367
1.1245,0.034,0.6452
1.0114,0.1239,0.2983
1.0268,0.3667,-0.0388
1.1013,0.5011,-0.2551
1.2215,0.5993,-0.1639
1.4412,0.5683,0.0423
